Issue Severity,Endpoint,Section,Tree,Field Path,Field Name,Type,YML Description,Real Description (from code),Code Reference,Match?,Notes
✅ OK,LOAD,RESPONSE,│   ├── grossUnitAmt...NoTicketDisc,data.lines[].grossUnitAmountWithoutTicketDiscounts,grossUnitAmountWithoutTicketDiscounts,number,"Total amount of the line with taxes and without discounts. Optional","Total amount of the line with taxes but without ticket discounts. Optional. Preserved as-is from the response.","ExternalOrdersSimulator.js#L187 → grossUnitAmountWithoutTicketDiscounts: 150.5; loadOrderResponse-schema.yml → 'Total amount of the line with taxes and without discounts. Optional'",OK,"Descripción correcta."
✅ OK,LOAD,RESPONSE,│   ├── grossUnitPrc...NoTicketDisc,data.lines[].grossUnitPriceWithoutTicketDiscounts,grossUnitPriceWithoutTicketDiscounts,number,"Price of the product in the line with taxes applied and without discounts. Optional","Gross unit price with taxes but without ticket discounts. Optional. Preserved as-is from the response.","ExternalOrdersSimulator.js#L188 → grossUnitPriceWithoutTicketDiscounts: 150.5; loadOrderResponse-schema.yml → 'with taxes applied and without discounts. Optional'",OK,"Descripción correcta."
✅ OK,LOAD,RESPONSE,│   ├── deliveryMethod,data.lines[].deliveryMethod,deliveryMethod,string,"Delivery method enum: PickAndCarry, PickupInStore, PickupInStoreDate, HomeDelivery, HomeDeliveryDate","Delivery method. In addSchemaToTicketAndLines() it is used as fallback of the schema's deliveryMode: const { deliveryMethod = deliveryMode } = line. Mapped to obrdmDeliveryMode. If it is PickupInStoreDate or HomeDeliveryDate it also assigns obrdmDeliveryDate/Time.","LoadExternalOrdersTicket.js#L196 → const { deliveryMethod = deliveryMode } = line; L199 → obrdmDeliveryMode: deliveryMethod; L200-L205 → isDeliveryModeWithDate() condiciona obrdmDeliveryDate/Time; ExternalOrdersSimulator.js#L189 → deliveryMethod: 'PickupInStoreDate'",OK,"Descripción correcta. El enum está bien definido."
✅ OK,LOAD,RESPONSE,│   ├── deliveryMethodDate,data.lines[].deliveryMethodDate,deliveryMethodDate,string (date),"Date and Time string in ISO Format.","Delivery date and time in ISO format. Used in getDeliveryModeForLine() to assign obrdmDeliveryDate and obrdmDeliveryTime when the deliveryMethod is PickupInStoreDate or HomeDeliveryDate.","LoadExternalOrdersTicket.js#L196 → const { deliveryMethodDate } = line; L200-L205 → obrdmDeliveryDate: deliveryMethodDate si isDeliveryModeWithDate(); ExternalOrdersSimulator.js#L190-L192 → new Date(...).toISOString()",OK,"Descripción correcta."
✅ OK,LOAD,RESPONSE,│   ├── taxCategory,data.lines[].taxCategory,taxCategory,string,"Tax Category Name","Tax category name. Preserved in the line. Not transformed in LoadExternalOrdersTicket.js; taxes are resolved by searchKey in taxes[], not by taxCategory.","ExternalOrdersSimulator.js#L173 → taxCategory: 'IVA Normal'; loadOrderResponse-schema.yml → 'Tax Category Name'",OK,"Descripción correcta."
✅ OK,LOAD,RESPONSE,│   ├── isDeletable,data.lines[].isDeletable,isDeletable,boolean,"This field indicates whether the line is deletable","Indicates if the line can be deleted. NOTE: in the schema it is called 'isDeletable' but in addPermissionPropertiesToTicketAndLines() 'allowProductDeletion' is used (with default true). The simulator sends both fields in some lines.","LoadExternalOrdersTicket.js#L237 → const { allowProductDeletion = true } = line; ExternalOrdersSimulator.js#L183 → isDeletable: true y L210 → allowProductDeletion: false (ambos en misma línea)",OK,"Descripción correcta. Hay dos campos relacionados: isDeletable (del schema) y allowProductDeletion (del código)."
✅ OK,LOAD,RESPONSE,│   ├── allowModifyProductQty,data.lines[].allowModifyProductQuantity,allowModifyProductQuantity,boolean,"This field indicates whether the quantity of the product can be modified","Indicates if the product quantity can be modified. In addPermissionPropertiesToTicketAndLines() it is used with default true: const { allowModifyProductQuantity = true } = line.","LoadExternalOrdersTicket.js#L238 → const { allowModifyProductQuantity = true } = line; ExternalOrdersSimulator.js#L211 → allowModifyProductQuantity: true",OK,"Descripción correcta."
✅ OK,LOAD,RESPONSE,│   └── taxes,data.lines[].taxes,taxes,array,"Array of taxes applicable to the line","Array of taxes applicable to the line. Processed in addTaxesToTicketAndLines(): each tax is resolved by looking up its searchKey in OB.Taxes.Pos.ruleImpls to obtain id, name, cascade, taxBase. If not found it throws EXO_OrderData_Error.","LoadExternalOrdersTicket.js#L117-L157 → addTaxesToTicketAndLines() itera taxes de cada línea y busca taxRule por searchKey; si !taxRule lanza ActionCanceled",OK,"Descripción correcta."
✅ OK,LOAD,RESPONSE,│       ├── searchKey,data.lines[].taxes[].searchKey,searchKey,string,"Tax search key","Tax search key. Used to look up the tax rule in OB.Taxes.Pos.ruleImpls. It is the key field for resolving the tax.","LoadExternalOrdersTicket.js#L127 → OB.Taxes.Pos.ruleImpls.find(rule => rule.searchKey === tax.searchKey); ExternalOrdersSimulator.js#L175 → searchKey: 'Entregas IVA 21%'",OK,"Descripción correcta."
✅ OK,LOAD,RESPONSE,│       ├── rate,data.lines[].taxes[].rate,rate,number,"Tax rate","Tax rate. Preserved from the response and included in the line's tax object. The first tax of the line is assigned as firstTaxRate.","LoadExternalOrdersTicket.js#L145 → firstTaxRate = tax.rate (del primer impuesto); L153 → taxRate: firstTaxRate se asigna a la línea; ExternalOrdersSimulator.js#L176 → rate: 21",OK,"Descripción correcta."
✅ OK,LOAD,RESPONSE,│       ├── net,data.lines[].taxes[].net,net,number,"Taxable amount","Taxable amount (net amount on which the tax is calculated). Preserved from the response.","ExternalOrdersSimulator.js#L177 → net: 124.38; loadOrderResponse-schema.yml → 'Taxable amount'",OK,"Descripción correcta."
✅ OK,LOAD,RESPONSE,│       ├── amount,data.lines[].taxes[].amount,amount,number,"Tax amount","Tax amount. Preserved from the response.","ExternalOrdersSimulator.js#L178 → amount: 26.12; loadOrderResponse-schema.yml → 'Tax amount'",OK,"Descripción correcta."
✅ OK,LOAD,RESPONSE,│       ├── docTaxAmount,data.lines[].taxes[].docTaxAmount,docTaxAmount,string,"'D' if tax is calculated at document level, 'L' if calculated at line level (enum: D, L)","Indicates if the tax is calculated at document level ('D') or line level ('L'). Preserved from the response.","ExternalOrdersSimulator.js#L179 → docTaxAmount: 'D'; loadOrderResponse-schema.yml → enum: [D, L]",OK,"Descripción correcta."
✅ OK,LOAD,RESPONSE,│       └── lineNo,data.lines[].taxes[].lineNo,lineNo,string,"Tax line number. Optional","Tax line number. Optional. Preserved from the response.","ExternalOrdersSimulator.js#L180 → lineNo: 10; loadOrderResponse-schema.yml → 'Tax line number. Optional'",OK,"Descripción correcta."
✅ OK,LOAD,RESPONSE,└── taxes,data.taxes,taxes,array,"Array of taxes applicable to the ticket","Array of taxes at ticket level. Processed in addTaxesToTicketAndLines() similarly to line taxes: each tax is looked up by searchKey in OB.Taxes.Pos.ruleImpls and enriched with name, cascade, id, taxBase. Converted from array to indexed object.","LoadExternalOrdersTicket.js#L160-L176 → itera ticketWithTaxes.taxes, busca taxRule por searchKey, construye newTicketTaxes como objeto indexado {0: {...}, 1: {...}}",OK,"Descripción correcta."
✅ OK,LOAD,RESPONSE,    ├── searchKey,data.taxes[].searchKey,searchKey,string,"Tax search key","Tax search key at ticket level. Used to look up the rule in OB.Taxes.Pos.ruleImpls same as in lines.","LoadExternalOrdersTicket.js#L165 → OB.Taxes.Pos.ruleImpls.find(rule => rule.searchKey === tax.searchKey); ExternalOrdersSimulator.js#L197 → searchKey: 'Entregas IVA 21%'",OK,"Descripción correcta."
✅ OK,LOAD,RESPONSE,    ├── rate,data.taxes[].rate,rate,number,"Tax rate","Tax rate at ticket level. Preserved from the response and enriched with OB rule data.","LoadExternalOrdersTicket.js#L170 → newTicketTaxes[index] = { ...tax, name, cascade, id, taxBase }; ExternalOrdersSimulator.js#L198 → rate: 21",OK,"Descripción correcta."
✅ OK,LOAD,RESPONSE,    ├── net,data.taxes[].net,net,number,"Taxable amount","Taxable amount at ticket level. Preserved from the response.","ExternalOrdersSimulator.js#L199 → net: 124.38; loadOrderResponse-schema.yml → 'Taxable amount'",OK,"Descripción correcta."
✅ OK,LOAD,RESPONSE,    ├── amount,data.taxes[].amount,amount,number,"Tax amount","Tax amount at ticket level. Preserved from the response.","ExternalOrdersSimulator.js#L200 → amount: 26.12; loadOrderResponse-schema.yml → 'Tax amount'",OK,"Descripción correcta."
✅ OK,LOAD,RESPONSE,    ├── docTaxAmount,data.taxes[].docTaxAmount,docTaxAmount,string,"'D' if tax is calculated at document level, 'L' if calculated at line level (enum: D, L)","Indicates if the tax is calculated at document or line level. Preserved from the response.","ExternalOrdersSimulator.js#L201 → docTaxAmount: 'D'; loadOrderResponse-schema.yml → enum: [D, L]",OK,"Descripción correcta."
✅ OK,LOAD,RESPONSE,    └── lineNo,data.taxes[].lineNo,lineNo,string,"Tax line number. Optional","Tax line number at ticket level. Optional. Preserved from the response.","ExternalOrdersSimulator.js#L202 → lineNo: 10; loadOrderResponse-schema.yml → 'Tax line number. Optional'",OK,"Descripción correcta."
✅ OK,COMMIT,REQUEST,action,action,action,string,"Action name (enum: COMMIT)","Fixed value 'COMMIT'. Defined in ExternalOrdersUtils.js → getExternalOrdersCommitAction().","ExternalOrdersUtils.js#L47 → getExternalOrdersCommitAction() devuelve 'COMMIT'; ExternalOrdersUtils.js#L93 → buildRequest() lo asigna",OK,"Descripción correcta."
✅ OK,COMMIT,REQUEST,├── orderID,data.orderID,orderID,string,"Order identifier of the order to be loaded from the external system","Order ID in the external system. Obtained from Ticket.orderID. In HttpInterceptor.js it is used as path param for REST: externalOrders/${data.orderID}.","CommitExternalOrderActionPreparation.js#L22 → orderID: Ticket.orderID; CommitExternalOrder.js#L14 → recibe orderID; HttpInterceptor.js#L35 → path: externalOrders/${data.orderID}",OK,"Descripción correcta."
✅ OK,COMMIT,REQUEST,├── id,data.id,id,string,"Order identifier of the order to be loaded in Openbravo","Order ID in Openbravo (UUID generated in addBasicProperties). Obtained from Ticket.id.","CommitExternalOrderActionPreparation.js#L21 → id: Ticket.id; CommitExternalOrder.js#L14 → recibe id; LoadExternalOrdersTicket.js#L258 → id: OB.App.UUID.generate()",OK,"Descripción correcta."
✅ OK,COMMIT,REQUEST,├── status,data.status,status,string,"Informs about the action processed for the present order (enum: COMPLETED, DISCARDED)","Final status of the order. COMPLETED if it was paid and completed, DISCARDED if it was deleted. Conditions the flow in CommitExternalOrderActionPreparation: if DISCARDED, documentNo and paymentDate are not sent. In HttpInterceptor: COMPLETED uses PUT, DISCARDED uses DELETE.","CommitExternalOrderActionPreparation.js#L24-L34 → if (status !== 'DISCARDED') añade documentNo y paymentDate; HttpInterceptor.js#L37-L43 → COMPLETED → UPDATE (PUT), else → DELETE",OK,"Descripción correcta."
⚠️ ERROR DESC,COMMIT,REQUEST,├── paymentDate,data.paymentDate,paymentDate,date,"Date and time indicating when the order was paid.","Payment date and time. Generated with OB.Utilities.Date.JSToOB(new Date(), OB.Format.dateTime). Only sent when status is COMPLETED. NOTE: the YML defines type: date but in the example it uses format 'DD-MM-YYYY HH:mm:ss' which is a string, not a standard date type.","CommitExternalOrderActionPreparation.js#L31 → paymentDate: OB.Utilities.Date.JSToOB(new Date(), OB.Format.dateTime); YML ejemplo → '12-11-2025 10:02:38'",Parcial,"El YML define type: date pero el ejemplo y el código generan un string con formato dateTime. Debería ser type: string con format: date-time."
✅ OK,COMMIT,REQUEST,├── documentNo,data.documentNo,documentNo,string,"Calculated order document assigned to the order.","Calculated document number. Generated with OB.App.State.DocumentSequence.Utils.generateDocumentNumber(). Only sent when status is COMPLETED.","CommitExternalOrderActionPreparation.js#L28-L30 → documentNo: generateDocumentNumber(Ticket, DocumentSequence, payload).ticket?.documentNo",OK,"Descripción correcta."
ℹ️ MEJORABLE,COMMIT,REQUEST,└── rollback,data.rollback,rollback,boolean,"(Not documented in YML)","Internal flag that indicates if the commit is a rollback (retry after failure). Not documented in the YML. Conditions the error messages: if rollback=true it uses EXO_CommitRollbackFailure instead of EXO_CommitFailure. Sent in the payload to the external system.","CommitExternalOrder.js#L13 → rollback = false (default); L22-L25 → condiciona mensaje de error; ExternalOrdersUtils.js#L89-L93 → buildRequest() incluye rollback en data",Parcial,"Campo usado en el código y enviado al sistema externo pero no documentado en el YML. Debería añadirse al schema de Commit-order-payload."
✅ OK,COMMIT,RESPONSE,data,data,data,object,"Empty object in response","Empty data object in the response. COMMIT only needs to report SUCCESS or FAILURE. No additional data is returned.","ExternalOrdersSimulator.js#L143 → data: {}; YML schema Commit-order-response → data: type: object (sin properties)",OK,"Descripción correcta."
