Issue Severity,Endpoint,Section,Tree,Field Path,Field Name,Type,YML Description,Real Description (from code),Code Reference,Match?,Notes
✅ OK,CALCULATE_DISCOUNTS,REQUEST,│   │   └── isExternalConfirmedDiscount,data.discountsFromUser.manualPromotions[].isExternalConfirmedDiscount,isExternalConfirmedDiscount,boolean,"Indicates if the discount was sent by the external system or not. Can be used to identify candidates.","Indicates if the discount was confirmed by the external system. Used for filtering: in cdiscUtils.js when handling errors, discounts with isExternalConfirmedDiscount=true are removed. In generateOBDiscounts() those that are NOT external are filtered to re-add them.","TicketUtils.js#L38 → generateCommonDiscountInfo() lo fuerza a true; TicketUtils.js#L365 → addCandidateDiscounts() lo propaga; TicketUtils.js#L695 → filtra !m.isExternalConfirmedDiscount",OK,"Descripción correcta."
✅ OK,CALCULATE_DISCOUNTS,REQUEST,│   └── optionalPromotions,data.discountsFromUser.optionalPromotions,optionalPromotions,array,"Array containing the information of the optional discounts applied to lines.","Array de descuentos opcionales. Se copia desde externalOptionalPromotions en addCandidateDiscounts(). Son descuentos que el cajero puede activar/desactivar.","TicketUtils.js#L401-L403 → addCandidateDiscounts() copia externalOptionalPromotions",OK,"Descripción correcta."
✅ OK,CALCULATE_DISCOUNTS,REQUEST,│       ├── searchKey,data.discountsFromUser.optionalPromotions[].searchKey,searchKey,string,"Search key of the discount.","Search key of the optional discount.","TicketUtils.js#L401 → se copia del array externalOptionalPromotions",OK,"Descripción correcta."
✅ OK,CALCULATE_DISCOUNTS,REQUEST,│       ├── name,data.discountsFromUser.optionalPromotions[].name,name,string,"Discount name. Will be used to show it in the UI.","Optional discount name to display in the UI.","TicketUtils.js#L401 → se copia del array externalOptionalPromotions",OK,"Descripción correcta."
✅ OK,CALCULATE_DISCOUNTS,REQUEST,│       ├── description,data.discountsFromUser.optionalPromotions[].description,description,string,"Discount description to be used to give extra info in the UI.","Optional discount description for additional information in the UI.","TicketUtils.js#L401 → se copia del array externalOptionalPromotions",OK,"Descripción correcta."
ℹ️ MEJORABLE,CALCULATE_DISCOUNTS,REQUEST,│       └── amount,data.discountsFromUser.optionalPromotions[].amount,amount,string,"Discount amount to show in the UI.","Optional discount amount to display in the UI. It is of type string (not number) for display formatting.","TicketUtils.js#L401 → se copia del array externalOptionalPromotions; DiscountsEngineSimulator.js#L119 → amount: p.obdiscAmt || p.amt",Parcial,"La descripción del YML es correcta pero no aclara por qué es string en vez de number: es para presentación en UI."
ℹ️ MEJORABLE,CALCULATE_DISCOUNTS,REQUEST,├── orderType,data.orderType,orderType,number,"Number that indicates the type of the order (0 - Sale, 1 - Refund).","Order type. 0 = Sale, 1 = Refund. Also used in isValidFlow() to exclude refunds (orderType !== 1) from the external system call.","TicketUtils.js#L565 → getTicketToSend() asigna ticket.orderType; TicketUtils.js#L158 → isValidFlow() valida ticket.orderType !== 1",Parcial,"La descripción del YML es correcta pero no menciona que si es 1 (Refund) no se ejecuta la llamada al sistema externo."
✅ OK,CALCULATE_DISCOUNTS,REQUEST,├── isLayaway,data.isLayaway,isLayaway,boolean,"Indicates if is layaway.","Indicates if the ticket is a layaway.","TicketUtils.js#L566 → getTicketToSend() asigna ticket.isLayaway",OK,"Descripción correcta aunque escueta."
✅ OK,CALCULATE_DISCOUNTS,REQUEST,├── isQuotation,data.isQuotation,isQuotation,boolean,"Indicates if is quotation.","Indicates if the ticket is a quotation.","TicketUtils.js#L567 → getTicketToSend() asigna ticket.isQuotation",OK,"Descripción correcta aunque escueta."
✅ OK,CALCULATE_DISCOUNTS,REQUEST,├── businessPartner,data.businessPartner,businessPartner,object,"Object that contains the business partner information.","Object with business partner info of the ticket. Contains id and searchKey.","TicketUtils.js#L568 → getTicketToSend() asigna ticket.businessPartner (objeto completo con id y searchKey)",OK,"Descripción correcta."
✅ OK,CALCULATE_DISCOUNTS,REQUEST,│   ├── id,data.businessPartner.id,id,string,"Business Partner ID.","Business partner ID of the ticket.","TicketUtils.js#L568 → se propaga desde ticket.businessPartner.id",OK,"Descripción correcta."
✅ OK,CALCULATE_DISCOUNTS,REQUEST,│   └── searchKey,data.businessPartner.searchKey,searchKey,string,"Search key of the Business Partner.","Search key of the business partner of the ticket.","TicketUtils.js#L568 → se propaga desde ticket.businessPartner.searchKey",OK,"Descripción correcta."
ℹ️ MEJORABLE,CALCULATE_DISCOUNTS,REQUEST,├── currency,data.currency,currency,string,"Currency of the ticket.","Internal ID of the ticket's currency (e.g.: '100'), not the ISO code.","TicketUtils.js#L569 → getTicketToSend() asigna ticket.currency",Parcial,"La descripción del YML dice 'Currency of the ticket' pero en realidad es el ID interno de la moneda, no el código ISO."
✅ OK,CALCULATE_DISCOUNTS,REQUEST,└── currency$_identifier,data.currency$_identifier,currency$_identifier,string,"Currency ISO code.","ISO code of the currency (e.g.: 'EUR').","TicketUtils.js#L570 → getTicketToSend() asigna ticket.currency$_identifier",OK,"Descripción correcta."
✅ OK,CALCULATE_DISCOUNTS,RESPONSE,├── sessionId,data.sessionId,sessionId,string,"Session ID that identifies the current session.","Session ID returned by the external system. Stored in the ticket as cdiscExternalresponse and reused in the next call as request.sessionId.","TicketUtils.js#L218-L224 → getSessionId() lo extrae de response.data.sessionId; cdiscUtils.js#L30 → receipt.set('cdiscExternalresponse', JSON.stringify(cdiscExternalresponse))",OK,"Descripción correcta."
✅ OK,CALCULATE_DISCOUNTS,RESPONSE,├── ticket,data.ticket,ticket,object,"Contains the definition of the discounts to be generated.","Main response object. Contains id (for validation) and discountengine (with the discounts). It is validated that ticket.id matches the current ticket.","TicketUtils.js#L585-L601 → generateOBDiscounts() valida extEngineResponse.ticket existe y compara ticket.id",OK,"Descripción correcta."
✅ OK,CALCULATE_DISCOUNTS,RESPONSE,│   ├── id,data.ticket.id,id,string,"ID of the ticket to be handled. If it does not match it will be discarded/ignored.","Ticket ID. Validated against the current ticket: if it does not match, all discounts from the response are discarded.","TicketUtils.js#L598 → generateOBDiscounts() compara currentTicket.id !== extEngineResponse.ticket.id y retorna arrays vacíos si no coincide",OK,"Descripción correcta."
✅ OK,CALCULATE_DISCOUNTS,RESPONSE,│   ├── discountengine,data.ticket.discountengine,discountengine,object,"Contains the core information of the discounts.","Main object with the discounts. Contains lines (discounts per line) and discountsFromUser (manual/by total discounts returned).","TicketUtils.js#L585-L595 → generateOBDiscounts() valida que exista y extrae { lines, discountsFromUser } de extEngineResponse.ticket.discountengine",OK,"Descripción correcta."
✅ OK,CALCULATE_DISCOUNTS,RESPONSE,│   │   ├── lines,data.ticket.discountengine.lines,lines,array,"Array containing the definition of the parameters needed for each line discount.","Array of lines with their discounts. Iterated in generateOBDiscounts() with reduce() to generate manualPromotions with linesToApply.","TicketUtils.js#L607-L690 → lines.reduce() itera cada line y sus discounts, generando objetos de descuento con baseDiscount + regla OB",OK,"Descripción correcta."
✅ OK,CALCULATE_DISCOUNTS,RESPONSE,│   │   │   ├── id,data.ticket.discountengine.lines[].id,id,string,"ID of the line to be handled. If it does not match it will be discarded/ignored.","Line ID. Used to assign the returned discounts to the correct ticket line via linesToApply: [line.id].","TicketUtils.js#L607 → lines.reduce() itera cada line; TicketUtils.js#L684 → linesToApply: [line.id]",OK,"Descripción correcta."
✅ OK,CALCULATE_DISCOUNTS,RESPONSE,│   │   │   └── discounts,data.ticket.discountengine.lines[].discounts,discounts,array,"Array containing all the discounts to be applied for the current line.","Array of discounts to apply to the line. Each discount is processed: if it has a searchKey the OB rule is looked up; if not, the generic baseDiscount (cdiscDiscount of the terminal) is used.","TicketUtils.js#L609-L685 → discounts.map() procesa cada discount con getDiscountBySearchKey() y genera el objeto final con name, searchKey, obdiscAmt, extraProperties, linesToApply",OK,"Descripción correcta."
✅ OK,CALCULATE_DISCOUNTS,RESPONSE,│   │   │       ├── name,data.ticket.discountengine.lines[].discounts[].name,name,string,"Discount name to be displayed.","Discount name. Used as a fallback chain: discount.name || discountRule.printName || discountRule.name || discount.searchKey || baseDiscount.name.","TicketUtils.js#L653-L656 → generateOBDiscounts() resuelve discountName con cadena de fallbacks",OK,"Descripción correcta."
✅ OK,CALCULATE_DISCOUNTS,RESPONSE,│   │   │       ├── searchKey,data.ticket.discountengine.lines[].discounts[].searchKey,searchKey,string,"Search key of the discount defined in the Backend. If specified it will be used to match discount rules in POS. If found that rule will be used. If not a generic discount rule will be used.","Search key of the discount. If specified, the rule is looked up in the POS with getDiscountBySearchKey(). If found, that rule is used (with its id, type, etc). If not, the generic baseDiscount is used.","TicketUtils.js#L619-L620 → if (discount.searchKey) discountRule = getDiscountBySearchKey(discount.searchKey); TicketUtils.js#L646-L649 → si encuentra regla usa su id y marca isOBDisc=true",OK,"Descripción correcta y detallada."
ℹ️ MEJORABLE,CALCULATE_DISCOUNTS,RESPONSE,│   │   │       ├── obdiscAmt,data.ticket.discountengine.lines[].discounts[].obdiscAmt,obdiscAmt,number,"Amount to be discounted by this discount.","Amount to discount. Both obdiscAmt and amt (fallback) are accepted: discount.obdiscAmt || discount.amt.","TicketUtils.js#L668 → generateOBDiscounts() asigna obdiscAmt: discount.obdiscAmt || discount.amt",Parcial,"La descripción del YML es correcta pero no menciona que también se acepta el campo 'amt' como alternativa."
✅ OK,CALCULATE_DISCOUNTS,RESPONSE,│   │   │       └── extraProperties,data.ticket.discountengine.lines[].discounts[].extraProperties,extraProperties,object,"An object which contains any extra information that needs to be stored for other purposes.","Object with extra properties of the discount. Stored in cdiscExternalresponse and recovered in addExtraPropertiesToRequestTicket() to re-send it in subsequent calls. Allows the external system to persist information between calls.","TicketUtils.js#L679 → generateOBDiscounts() lo incluye en extraProperties; TicketUtils.js#L728-L761 → getExtraPropertiesFromResponseJSON() lo extrae; TicketUtils.js#L770-L805 → addExtraPropertiesToRequestTicket() lo re-añade",OK,"Descripción correcta."
✅ OK,CALCULATE_DISCOUNTS,RESPONSE,│   │   └── discountsFromUser,data.ticket.discountengine.discountsFromUser,discountsFromUser,object,"Object containing the information of the current discounts in the ticket and/or discounts that are proposed to be applied.","Optional object in the response. Allows the external system to return modified manual and by total discounts. Non-external and non-duplicate manualPromotions are re-added; non-duplicate bytotalManualPromotions are re-added.","TicketUtils.js#L594 → { discountsFromUser = {} } = extEngineResponse.ticket.discountengine; TicketUtils.js#L692-L717 → se procesan manualPromotions y bytotalManualPromotions",OK,"Descripción correcta."
🔴 BUG,CALCULATE_DISCOUNTS,RESPONSE,│   │       ├── bytotalManualPromotions,data.ticket.discountengine.discountsFromUser.bytotalManualPromotions,bytotalManualPromotions,array,"Array of Objects that represents the lines in the ticket.","Array of by total discounts returned by the external system. Those not already in manualPromotions (by searchKey) are filtered and re-added with getOBDiscounts().","TicketUtils.js#L708-L717 → generateOBDiscounts() filtra y mapea bytotalManualPromotions con getOBDiscounts() y marca isOBDisc=true, discountinstance=m.promotionLineId",Incorrecto,"La descripción del YML 'Array of Objects that represents the lines in the ticket' es INCORRECTA. Son descuentos por total, no líneas. Mismo error que en el request."
✅ OK,CALCULATE_DISCOUNTS,RESPONSE,│   │       │   ├── id,data.ticket.discountengine.discountsFromUser.bytotalManualPromotions[].id,id,string,"Discount ID.","By total discount ID.","TicketUtils.js#L712-L716 → se propaga desde m.id via spread de getOBDiscounts(m) y ...m",OK,"Descripción correcta."
✅ OK,CALCULATE_DISCOUNTS,RESPONSE,│   │       │   ├── name,data.ticket.discountengine.discountsFromUser.bytotalManualPromotions[].name,name,string,"Discount name. Will be used to show it in the UI.","By total discount name for the UI.","TicketUtils.js#L712-L716 → se propaga desde m.name",OK,"Descripción correcta."
✅ OK,CALCULATE_DISCOUNTS,RESPONSE,│   │       │   ├── discountType,data.ticket.discountengine.discountsFromUser.bytotalManualPromotions[].discountType,discountType,string,"ID of the discount type.","ID of the discount type.","TicketUtils.js#L712-L716 → se propaga desde m.discountType",OK,"Descripción correcta."
ℹ️ MEJORABLE,CALCULATE_DISCOUNTS,RESPONSE,│   │       │   ├── value,data.ticket.discountengine.discountsFromUser.bytotalManualPromotions[].value,value,string,"Identifier of the discount type.","Search key of the discount type (discountTypeSearchKey).","TicketUtils.js#L712-L716 → se propaga desde m.value",Parcial,"La descripción del YML es vaga. En realidad es el discountTypeSearchKey."
🔴 BUG,CALCULATE_DISCOUNTS,RESPONSE,│   │       │   ├── discTotalamountdisc,data.ticket.discountengine.discountsFromUser.bytotalManualPromotions[].discTotalamountdisc,discTotalamountdisc,string,"Amount of the discount if the discount type is Fixed Per Total or Variable Discount Per Total. Null or undefined otherwise.","By total discount amount. NOTE: in the response schema the field is called 'discTotalamountdisc' (without the 't' after 'disc') while in the request and in all JS code 'disctTotalamountdisc' (with 't') is used. Possible typo in the response schema.","TicketUtils.js#L712-L716 → se propaga desde m; El código JS siempre usa 'disctTotalamountdisc' (con t)",Incorrecto,"El nombre del campo en el response schema es 'discTotalamountdisc' pero en el código y en el request schema es 'disctTotalamountdisc'. Inconsistencia de naming — posible BUG en el YML del response."
⚠️ ERROR DESC,CALCULATE_DISCOUNTS,RESPONSE,│   │       │   └── disctTotalpercdisc,data.ticket.discountengine.discountsFromUser.bytotalManualPromotions[].disctTotalpercdisc,disctTotalpercdisc,string,"Amount of the discount if the discount type is Fixed Percentage Per Total or Variable Percentage Per Total. Null or undefined otherwise.","By total discount percentage. Propagated from the external response.","TicketUtils.js#L712-L716 → se propaga desde m.disctTotalpercdisc",Parcial,"La descripción del YML dice 'Amount' pero es un PORCENTAJE. Mismo error que en el request."
✅ OK,CALCULATE_DISCOUNTS,RESPONSE,│   │       └── manualPromotions,data.ticket.discountengine.discountsFromUser.manualPromotions,manualPromotions,array,"Array containing the information of the discounts applied to lines.","Array of manual discounts per line returned by the external system. Filtered: only those that are NOT isExternalConfirmedDiscount and are NOT already in the manualPromotions generated from lines are re-added.","TicketUtils.js#L692-L706 → generateOBDiscounts() filtra por !m.isExternalConfirmedDiscount && !manualPromotions.some(p => p.searchKey === m.searchKey) y mapea con getOBDiscounts()",OK,"Descripción correcta."
✅ OK,CALCULATE_DISCOUNTS,RESPONSE,│   │           ├── id,data.ticket.discountengine.discountsFromUser.manualPromotions[].id,id,string,"Discount ID.","Manual discount ID.","TicketUtils.js#L698-L703 → se propaga desde m.id via getOBDiscounts(m) y ...m",OK,"Descripción correcta."
✅ OK,CALCULATE_DISCOUNTS,RESPONSE,│   │           ├── searchKey,data.ticket.discountengine.discountsFromUser.manualPromotions[].searchKey,searchKey,string,"Search key of the discount.","Search key of the discount. Used to filter duplicates against the discounts already generated from lines.","TicketUtils.js#L696 → !manualPromotions.some(p => p.searchKey === m.searchKey)",OK,"Descripción correcta."
✅ OK,CALCULATE_DISCOUNTS,RESPONSE,│   │           ├── name,data.ticket.discountengine.discountsFromUser.manualPromotions[].name,name,string,"Discount name. Will be used to show it in the UI.","Manual discount name for the UI.","TicketUtils.js#L698-L703 → se propaga desde m.name",OK,"Descripción correcta."
✅ OK,CALCULATE_DISCOUNTS,RESPONSE,│   │           ├── discountType,data.ticket.discountengine.discountsFromUser.manualPromotions[].discountType,discountType,string,"ID of the discount type.","ID of the discount type.","TicketUtils.js#L698-L703 → se propaga desde m.discountType",OK,"Descripción correcta."
ℹ️ MEJORABLE,CALCULATE_DISCOUNTS,RESPONSE,│   │           ├── value,data.ticket.discountengine.discountsFromUser.manualPromotions[].value,value,string,"Identifier of the discount type.","Search key of the discount type (discountTypeSearchKey).","TicketUtils.js#L698-L703 → se propaga desde m.value",Parcial,"La descripción del YML es vaga. En realidad es el discountTypeSearchKey."
✅ OK,CALCULATE_DISCOUNTS,RESPONSE,│   │           ├── obdiscAmt,data.ticket.discountengine.discountsFromUser.manualPromotions[].obdiscAmt,obdiscAmt,number,"Amount of the discount if the discount type is Discretionary Fixed Amount or User Defined Amount. Null or undefined otherwise.","Fixed discount amount.","TicketUtils.js#L698-L703 → se propaga desde m.obdiscAmt",OK,"Descripción correcta."
⚠️ ERROR DESC,CALCULATE_DISCOUNTS,RESPONSE,│   │           ├── obdiscPercentage,data.ticket.discountengine.discountsFromUser.manualPromotions[].obdiscPercentage,obdiscPercentage,number,"Amount of the discount if the discount type is Discretionary Fixed Percentage or User Defined Percentage. Null or undefined otherwise.","Discount percentage.","TicketUtils.js#L698-L703 → se propaga desde m.obdiscPercentage",Parcial,"La descripción del YML dice 'Amount' pero es un PORCENTAJE."
⚠️ ERROR DESC,CALCULATE_DISCOUNTS,RESPONSE,│   │           ├── obdiscLineFinalgross,data.ticket.discountengine.discountsFromUser.manualPromotions[].obdiscLineFinalgross,obdiscLineFinalgross,number,"Amount of the discount if the discount type is User Defined Line Amount. Null or undefined otherwise.","Desired final gross price of the line, not the discount amount itself.","TicketUtils.js#L698-L703 → se propaga desde m.obdiscLineFinalgross",Parcial,"La descripción del YML dice 'Amount of the discount' pero en realidad es el precio final deseado de la línea."
✅ OK,CALCULATE_DISCOUNTS,RESPONSE,│   │           ├── linesToApply,data.ticket.discountengine.discountsFromUser.manualPromotions[].linesToApply,linesToApply,array of string,"Array containing the ID of the lines that are affected by the discount.","Array with the IDs of the lines affected by the discount.","TicketUtils.js#L698-L703 → se propaga desde m.linesToApply",OK,"Descripción correcta."
✅ OK,CALCULATE_DISCOUNTS,RESPONSE,│   │           └── isExternalConfirmedDiscount,data.ticket.discountengine.discountsFromUser.manualPromotions[].isExternalConfirmedDiscount,isExternalConfirmedDiscount,boolean,"Indicates if the discount was sent by the external system or not. Can be used to identify candidates.","Indicates if the discount was confirmed by the external system. Used as a filter: discounts with isExternalConfirmedDiscount=true are EXCLUDED from manualPromotionsFromUser.","TicketUtils.js#L695 → filtra !m.isExternalConfirmedDiscount para evitar duplicados",OK,"Descripción correcta."
ℹ️ MEJORABLE,CALCULATE_DISCOUNTS,RESPONSE,│   └── availableOptionalPromotions,data.ticket.availableOptionalPromotions,availableOptionalPromotions,array,"Array containing the information of the optional discounts applied to lines.","Array of AVAILABLE optional discounts (not necessarily applied). Processed in DiscountsEngineSimulator.js: aggregated by searchKey, marked as applied if they are in optionalPromotions of the request, and sorted alphabetically.","DiscountsEngineSimulator.js#L103-L127 → parseResponse() construye y ordena availableOptionalPromotions",Parcial,"La descripción del YML dice 'discounts applied to lines' pero en realidad son descuentos DISPONIBLES. El campo discountApplied indica si están aplicados o no."
✅ OK,CALCULATE_DISCOUNTS,RESPONSE,│       ├── searchKey,data.ticket.availableOptionalPromotions[].searchKey,searchKey,string,"Search key of the discount.","Search key of the optional discount. Used to match with the optionalPromotions of the request and determine discountApplied.","DiscountsEngineSimulator.js#L115-L116 → discountApplied: optionalPromotions.some(o => o.searchKey === p.searchKey)",OK,"Descripción correcta."
✅ OK,CALCULATE_DISCOUNTS,RESPONSE,│       ├── name,data.ticket.availableOptionalPromotions[].name,name,string,"Discount name. Will be used to show it in the UI.","Optional discount name for the UI.","DiscountsEngineSimulator.js#L123 → name: discountName",OK,"Descripción correcta."
✅ OK,CALCULATE_DISCOUNTS,RESPONSE,│       ├── description,data.ticket.availableOptionalPromotions[].description,description,string,"Discount description to be used to give extra info in the UI.","Optional discount description. Fallback: p.description || discountName.","DiscountsEngineSimulator.js#L109 → discountDesc = p.description || discountName",OK,"Descripción correcta."
ℹ️ MEJORABLE,CALCULATE_DISCOUNTS,RESPONSE,│       ├── amount,data.ticket.availableOptionalPromotions[].amount,amount,string,"Discount amount to show in the UI.","Optional discount amount to display in UI. Calculated as p.obdiscAmt || p.amt. It is string for display formatting.","DiscountsEngineSimulator.js#L119 → amount: p.obdiscAmt || p.amt",Parcial,"La descripción del YML es correcta pero no menciona que acepta obdiscAmt o amt como fuente."
✅ OK,CALCULATE_DISCOUNTS,RESPONSE,│       └── discountApplied,data.ticket.availableOptionalPromotions[].discountApplied,discountApplied,boolean,"The property is used to determine if an optional discount has been applied to the ticket.","Indicates if the optional discount is already applied. Determined by checking if the searchKey exists in the optionalPromotions of the request.","DiscountsEngineSimulator.js#L115-L116 → discountApplied: optionalPromotions.some(o => o.searchKey === p.searchKey)",OK,"Descripción correcta."
✅ OK,GET_ITEM_DISCOUNTS,REQUEST,action,action,action,string,"Fixed value for the present request (enum: GET_ITEM_DISCOUNTS).","Fixed value 'GET_ITEM_DISCOUNTS'. Defined in TicketUtils.js → getItemDiscounts().","TicketUtils.js#L83 → getItemDiscounts() devuelve 'GET_ITEM_DISCOUNTS'; TicketUtils.js#L271 → requestProductDiscounts() lo pasa a buildRequest()",OK,"Descripción correcta."
✅ OK,GET_ITEM_DISCOUNTS,REQUEST,terminal,terminal,terminal,object,"Common terminal object (injected from commonClientAPIProperties-schema)","Terminal object built in createRequestHeader(). Same as in CALCULATE_DISCOUNTS.","TicketUtils.js#L196-L203 → createRequestHeader() construye terminal con ID, operator, locale, businessUnit, touchpointType",OK,"Descripción correcta. Se inyecta desde el schema común."
✅ OK,GET_ITEM_DISCOUNTS,REQUEST,serviceId,serviceId,serviceId,string,"Common service ID (injected from commonClientAPIProperties-schema)","Random 10-digit ID generated with crypto.getRandomValues(). Same mechanism as in CALCULATE_DISCOUNTS.","TicketUtils.js#L189-L192 → createServiceID(); TicketUtils.js#L204 → createRequestHeader() lo asigna",OK,"Descripción correcta."
✅ OK,GET_ITEM_DISCOUNTS,REQUEST,sessionId,sessionId,sessionId,string,"Session ID that identifies the current session.","Session ID. In GET_ITEM_DISCOUNTS null is passed since requestProductDiscounts() calls buildRequest() with an object without cdiscExternalresponse, so getSessionId() returns null.","TicketUtils.js#L271 → buildRequest({ product: getProductObject(product) }, getItemDiscounts()); TicketUtils.js#L231 → getSessionId(requestData) devuelve null porque no hay cdiscExternalresponse",OK,"Descripción correcta."
✅ OK,GET_ITEM_DISCOUNTS,REQUEST,├── organization,data.organization,organization,object,"Object that contains information of the organization doing the request.","Object with organization info. Built in createRequestHeader() from context.organization. Same as in CALCULATE_DISCOUNTS.","TicketUtils.js#L206-L210 → createRequestHeader() construye data.organization",OK,"Descripción correcta."
✅ OK,GET_ITEM_DISCOUNTS,REQUEST,│   ├── id,data.organization.id,id,string,"Organization ID.","Organization ID from the terminal context.","TicketUtils.js#L207 → context.organization.id",OK,"Descripción correcta."
✅ OK,GET_ITEM_DISCOUNTS,REQUEST,│   ├── _identifier,data.organization._identifier,_identifier,string,"Name of the Organization.","Organization name from the terminal context.","TicketUtils.js#L209 → context.organization._identifier",OK,"Descripción correcta."
✅ OK,GET_ITEM_DISCOUNTS,REQUEST,│   └── searchKey,data.organization.searchKey,searchKey,string,"Searchkey of the Organization.","Search key of the organization from the terminal context.","TicketUtils.js#L210 → context.organization.searchKey",OK,"Descripción correcta."
✅ OK,GET_ITEM_DISCOUNTS,REQUEST,├── product,data.product,product,object,"Object that contains the product information.","Object with product info. Built in getProductObject() with the same fields as in CALCULATE_DISCOUNTS.","TicketUtils.js#L271 → requestProductDiscounts() pasa getProductObject(product) como data.product; TicketUtils.js#L247-L261 → getProductObject()",OK,"Descripción correcta."
✅ OK,GET_ITEM_DISCOUNTS,REQUEST,│   ├── id,data.product.id,id,string,"Product ID.","Product ID.","TicketUtils.js#L251 → getProductObject() asigna product.id",OK,"Descripción correcta."
✅ OK,GET_ITEM_DISCOUNTS,REQUEST,│   ├── _identifier,data.product._identifier,_identifier,string,"Product name.","Product name.","TicketUtils.js#L253 → getProductObject() asigna product._identifier",OK,"Descripción correcta."
✅ OK,GET_ITEM_DISCOUNTS,REQUEST,│   ├── searchKey,data.product.searchKey,searchKey,string,"Search key of the Product.","Search key of the product. Same as in CALCULATE_DISCOUNTS, it is sent duplicated as 'searchkey' and 'searchKey' for backward compatibility.","TicketUtils.js#L255-L256 → getProductObject() asigna product.searchkey en ambas variantes",OK,"Descripción correcta."
✅ OK,GET_ITEM_DISCOUNTS,REQUEST,│   ├── upc,data.product.upc,upc,string,"UPC of the product.","UPC/EAN code of the product. Mapped from product.uPCEAN.","TicketUtils.js#L254 → getProductObject() asigna product.uPCEAN como upc",OK,"Descripción correcta."
✅ OK,GET_ITEM_DISCOUNTS,REQUEST,│   ├── listPrice,data.product.listPrice,listPrice,number,"Can be ignored.","List price of the product. The YML itself indicates it can be ignored.","TicketUtils.js#L258 → getProductObject() asigna product.listPrice",OK,"Descripción honesta: 'Can be ignored'."
✅ OK,GET_ITEM_DISCOUNTS,REQUEST,│   ├── standardPrice,data.product.standardPrice,standardPrice,number,"Can be ignored.","Standard price of the product. The YML itself indicates it can be ignored.","TicketUtils.js#L257 → getProductObject() asigna product.standardPrice",OK,"Descripción honesta: 'Can be ignored'."
✅ OK,GET_ITEM_DISCOUNTS,REQUEST,│   └── useExtPromotions,data.product.useExtPromotions,useExtPromotions,boolean,"Always true.","Indicates if the product uses external promotions. The YML indicates it is always true for this endpoint (only candidate products are queried).","TicketUtils.js#L259 → getProductObject() asigna product.useExtPromotions",OK,"Descripción correcta: 'Always true' para este endpoint."
✅ OK,GET_ITEM_DISCOUNTS,RESPONSE,├── sessionId,data.sessionId,sessionId,string,"Session ID that identifies the current session.","Session ID returned by the external system. In GET_ITEM_DISCOUNTS it is stored together with availablePromos in cdiscExternalresponse.","TicketUtils.js#L289 → requestProductDiscounts() retorna { ...response.data, cdiscExternalresponse: response }; DiscountsEngineSimulator.js#L310 → sessionId en respuesta test",OK,"Descripción correcta."
✅ OK,GET_ITEM_DISCOUNTS,RESPONSE,└── availablePromos,data.availablePromos,availablePromos,array,"Array that contains discounts information.","Array with information about available promotions for the product. Displayed in the 'Available Discounts' UI. If there is an error an empty array is returned.","TicketUtils.js#L283-L285 → si result es ERROR/FAILURE retorna { availablePromos: [] }; getItemResponse-schema.yml → required: [availablePromos]",OK,"Descripción correcta."
✅ OK,GET_ITEM_DISCOUNTS,RESPONSE,    └── promoInfo,data.availablePromos[].promoInfo,promoInfo,string,"Text to be displayed for each available promotion.","Text to display for each available promotion. Free format, informative.","DiscountsEngineSimulator.js#L314-L329 → promoInfo: '2€ Discount if buying more than 3', '4€ if the ticket total is greater than 200€'; getItemResponse-schema.yml → 'Text to be displayed'",OK,"Descripción correcta."
